taxon_level,taxon_id,taxon_name,change_class,change_class_avilist,change_class_id,change_class_desc,change_class_avilist_id,change_class_avilist_desc
sp,597,Brown Honeyeater,,,,,,
ssp,u597a,Western Brown Honeyeater,,,,,,
ssp,u597b,Tiwi Brown Honeyeater,5b,,5b,Non-taxonomic change - common name ,,
ssp,u597c,Eastern Brown Honeyeater,,,,,,
sp,641,Blue-faced Honeyeater,1b,2b,1b,Species split - parapatric,2b,Species lump - parapatric
ssp,u641a,Eastern Blue-faced Honeyeater,5c,2b,5c,Non-taxonomic change - taxon_id,2b,Species lump - parapatric
ssp,u641b,Cape York Blue-faced Honeyeater,1b,2b,1b,Species split - parapatric,2b,Species lump - parapatric
ssp,u641c,Northern Blue-faced Honeyeater,5c,2b,5c,Non-taxonomic change - taxon_id,2b,Species lump - parapatric
sp,u8312,Gilbert's Honeyeater,1a,,1a,Species split - allopatric,,
sp,u578,White-naped Honeyeater,1a,,1a,Species split - allopatric,,
sp,u584,Black-headed Honeyeater,,,,,,
sp,579,White-throated Honeyeater,,,,,,
ssp,u579a,Northern White-throated Honeyeater,,,,,,
ssp,u579b,Eastern White-throated Honeyeater,,,,,,
sp,u582,Strong-billed Honeyeater,,,,,,
sp,580,Black-chinned Honeyeater,1a,2b,1a,Species split - allopatric,2b,Species lump - parapatric
ssp,u580a,South-eastern Black-chinned Honeyeater,1a,2b,1a,Species split - allopatric,2b,Species lump - parapatric
ssp,u580b,Golden-backed Honeyeater,,2b,,,2b,Species lump - parapatric
sp,583,Brown-headed Honeyeater,,,,,,
ssp,u583a,South-eastern Brown-headed Honeyeater,,,,,,
ssp,u583b,Western Brown-headed Honeyeater,,,,,,
ssp,u583c,Kangaroo Island Brown-headed Honeyeater,,,,,,
ssp,u583d,Northern Brown-headed Honeyeater,,,,,,
ssp,u583f,Otways-Gippsland Brown-headed Honeyeater,,,,,,
sp,617,White-eared Honeyeater,,,,,,
ssp,u617a,Western White-eared Honeyeater,3a,,3a,Subspecies split - allopatric,,
ssp,u617b,South-eastern White-eared Honeyeater,,,,,,
ssp,u617c,Kangaroo Island White-eared Honeyeater,,,,,,
ssp,u617d,Eyre Peninsula White-eared Honeyeater,3a,,3a,Subspecies split - allopatric,,
ssp,u617e,Inland White-eared Honeyeater,3a,,3a,Subspecies split - allopatric,,
sp,u616,Yellow-throated Honeyeater,,,,,,
sp,u615,Macleay's Honeyeater,,,,,,
sp,629,Tawny-breasted Honeyeater,,,,,,
ssp,u629a,Cape York Tawny-breasted Honeyeater,,,,,,
ssp,u629b,Papuan Tawny-breasted Honeyeater,,,,,,
sp,u585,Striped Honeyeater,,,,,,
sp,u598,Painted Honeyeater,,,,,,
sp,646,Little Friarbird,,,,,,
ssp,u646a,Eastern Little Friarbird,,,,,,
ssp,u646b,North-western Little Friarbird,,,,,,
sp,642,Helmeted Friarbird,,,,,,
ssp,u642a,Sandstone Helmeted Friarbird,5a/b,,5a/b,Non-taxonomic change - scientific and common names,,
ssp,u642b,Melville Helmeted Friarbird,5b,,5b,Non-taxonomic change - common name ,,
ssp,u642c,Hornbill Helmeted Friarbird,5b,,5b,Non-taxonomic change - common name ,,
sp,644,Silver-crowned Friarbird,,,,,,
ssp,u644a,Western Silver-crowned Friarbird,,,,,,
ssp,u644b,Cape York Silver-crowned Friarbird,,,,,,
sp,645,Noisy Friarbird,,,,,,
ssp,u645a,Northern Noisy Friarbird,,,,,,
ssp,u645b,Southern Noisy Friarbird,,,,,,
sp,u589,Black Honeyeater,5a,,5a,Non-taxonomic change - scientific name ,,
sp,590,Dusky Honeyeater,,,,,,
ssp,u590a,Papuan Dusky Honeyeater,,,,,,
ssp,u590b,Eastern Dusky Honeyeater,,,,,,
ssp,u590c,Top End Dusky Honeyeater,,,,,,
sp,587,Red-headed Honeyeater,,,,,,
ssp,u587a,Northern Red-headed Honeyeater,,,,,,
ssp,u587b,Papuan Red-headed Honeyeater,,,,,,
sp,u586,Scarlet Honeyeater,4a,,4a,Subspecies lump - allopatric,,
sp,u592,Western Spinebill,,,,,,
sp,591,Eastern Spinebill,,,,,,
ssp,u591a,Wet Tropics Eastern Spinebill,,,,,,
ssp,u591b,Tasmanian Eastern Spinebill,,,,,,
ssp,u591c,South Australian Eastern Spinebill,,,,,,
ssp,u591d,South-east Eastern Spinebill,,,,,,
sp,u602,Pied Honeyeater,,,,,,
sp,593,Tawny-crowned Honeyeater,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u593a,Western Tasmanian Tawny-crowned Honeyeater,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u593b,Northern Tawny-crowned Honeyeater,5a,,5a,Non-taxonomic change - scientific name ,,
sp,604,Green-backed Honeyeater,,,,,,
ssp,u604,Australian Green-backed Honeyeater,,,,,,
sp,u596,Bar-breasted Honeyeater,,,,,,
sp,u595,Brown-backed Honeyeater,,,,,,
sp,u600,Rufous-banded Honeyeater,,,,,,
sp,u601,Rufous-throated Honeyeater,,,,,,
sp,u599,Grey Honeyeater,,,,,,
sp,u452,Gibberbird,,,,,,
sp,451,Yellow Chat,,,,,,
ssp,u451a,Inland Yellow Chat,,,,,,
ssp,u451b,Capricorn Yellow Chat,,,,,,
ssp,u451c,Alligator Rivers Yellow Chat,,,,,,
sp,u449,Crimson Chat,,,,,,
sp,u448,White-fronted Chat,,,,,,
sp,u450,Orange Chat,,,,,,
sp,606,Yellow-spotted Honeyeater,,,,,,
ssp,u606a,Wet Tropics Yellow-spotted Honeyeater,,,,,,
ssp,u606b,Cape York Yellow-spotted Honeyeater,,,,,,
sp,605,Lewin's Honeyeater,,,,,,
ssp,u605a,McIlwraith Range Lewin's Honeyeater,,,,,,
ssp,u605b,Southern Lewin's Honeyeater,,,,,,
ssp,u605c,Central Queensland Coast Lewin's Honeyeater,,,,,,
sp,u612,Graceful Honeyeater,1a,,1a,Species split - allopatric,,
sp,u5123,Cryptic Honeyeater,1a,,1a,Species split - allopatric,,
sp,u8293,Kimberley Honeyeater,1a,,1a,Species split - allopatric,,
sp,u607,White-lined Honeyeater,1a,,1a,Species split - allopatric,,
sp,u628,White-gaped Honeyeater,,,,,,
sp,626,Yellow Honeyeater,,,,,,
ssp,u626a,Southern Yellow Honeyeater,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u626b,Cape York Yellow Honeyeater,5a,,5a,Non-taxonomic change - scientific name ,,
sp,u611,Bridled Honeyeater,,,,,,
sp,u834,Eungella Honeyeater,,,,,,
sp,u640,Spiny-cheeked Honeyeater,,,,,,
sp,u712,Western Wattlebird,,,,,,
sp,710,Little Wattlebird,,,,,,
ssp,u710a,South-eastern Little Wattlebird,,,,,,
ssp,u710b,Kangaroo Island Little Wattlebird,,,,,,
ssp,u710c,Tasmanian Little Wattlebird,,,,,,
sp,u603,Regent Honeyeater,,,,,,
sp,638,Red Wattlebird,,,,,,
ssp,u638a,Eastern Red Wattlebird,,,,,,
ssp,u638b,Kangaroo Island Red Wattlebird,,,,,,
ssp,u638c,Western Red Wattlebird,,,,,,
sp,639,Yellow Wattlebird,,,,,,
ssp,u639a,King Island Yellow Wattlebird,,,,,,
ssp,u639b,Tasmanian Yellow Wattlebird,,,,,,
sp,609,Varied Honeyeater,,,,,,
ssp,u609,Torresian Varied Honeyeater,,,,,,
sp,608,Singing Honeyeater,,,,,,
ssp,u608a,Top End Singing Honeyeater,,,,,,
ssp,u608b,Inland Singing Honeyeater,,,,,,
ssp,u608c,South-eastern Singing Honeyeater,,,,,,
ssp,u608d,South-western Singing Honeyeater,,,,,,
sp,u610,Mangrove Honeyeater,,,,,,
sp,625,White-plumed Honeyeater,,,,,,
ssp,u625a,Kimberley White-plumed Honeyeater,,,,,,
ssp,u625b,Western White-plumed Honeyeater,,,,,,
ssp,u625c,Central White-plumed Honeyeater,,,,,,
ssp,u625d,Eastern White-plumed Honeyeater,5a,,5a,Non-taxonomic change - scientific name ,,
sp,u622,Yellow-plumed Honeyeater,,,,,,
sp,624,Yellow-tinted Honeyeater,,,,,,
ssp,u624a,Mainland Yellow-tinted Honeyeater,,,,,,
ssp,u624b,Tiwi Yellow-tinted Honeyeater,5b,,5b,Non-taxonomic change - common name ,,
sp,613,Fuscous Honeyeater,,,,,,
ssp,u613a,Southern Fuscous Honeyeater,,,,,,
ssp,u613b,Northern Fuscous Honeyeater,5b,,5b,Non-taxonomic change - common name ,,
sp,u621,Grey-headed Honeyeater,,,,,,
sp,623,Grey-fronted Honeyeater,,,,,,
ssp,u623a,Eastern Grey-fronted Honeyeater,,,,,,
ssp,u623b,Northern Grey-fronted Honeyeater,,,,,,
ssp,u623c,Western Grey-fronted Honeyeater,5a,,5a,Non-taxonomic change - scientific name ,,
sp,u594,White-fronted Honeyeater,,,,,,
sp,614,Yellow-faced Honeyeater,,,,,,
ssp,u614a,Wet Tropics Yellow-faced Honeyeater,,,,,,
ssp,u614b,South-eastern Yellow-faced Honeyeater,,,,,,
ssp,u614c,Mount Lofty Ranges Yellow-faced Honeyeater,,,,,,
sp,620,Purple-gaped Honeyeater,,,,,,
ssp,u620a,Kangaroo Island Purple-gaped Honeyeater,,,,,,
ssp,u620b,Mainland Purple-gaped Honeyeater,,,,,,
sp,619,Yellow-tufted Honeyeater,,,,,,
ssp,u619a,Helmeted Honeyeater,,,,,,
ssp,u619b,Gippsland Yellow-tufted Honeyeater,3a,,3a,Subspecies split - allopatric,,
ssp,u619c,Eastern Yellow-tufted Honeyeater,5c,,5c,Non-taxonomic change - taxon_id,,
ssp,u619d,Western Yellow-tufted Honeyeater,5c,,5c,Non-taxonomic change - taxon_id,,
sp,u633,Bell Miner,,,,,,
sp,634,Noisy Miner,,,,,,
ssp,u634a,Tasmanian Noisy Miner,,,,,,
ssp,u634b,Southern Noisy Miner,4b,,4b,Subspecies lump - parapatric,,
ssp,u634c,Cape York Noisy Miner,,3b,,,3b,Subspecies split - parapatric
sp,u967,Black-eared Miner,,,,,,
sp,635,Yellow-throated Miner,,,,,,
ssp,u635a,Eastern Yellow-throated Miner,,,,,,
ssp,u635b,Northern Yellow-throated Miner,,,,,,
ssp,u635c,Tiwi Yellow-throated Miner,5b,,5b,Non-taxonomic change - common name ,,
ssp,u635d,South-western Yellow-throated Miner,,,,,,
ssp,u635e,Inland Yellow-throated Miner,,,,,,
sp,565,Spotted Pardalote,,,,,,
ssp,u565a,Wet Tropics Spotted Pardalote,,,,,,
ssp,u565b,Coastal Spotted Pardalote,,,,,,
ssp,u565c,Yellow-rumped Pardalote,5b,,5b,Non-taxonomic change - common name ,,
sp,u571,Forty-spotted Pardalote,,,,,,
sp,570,Red-browed Pardalote,,,,,,
ssp,u570a,Inland Red-browed Pardalote,,,,,,
ssp,u570b,Cape York Red-browed Pardalote,,,,,,
sp,976,Striated Pardalote,,,,,,
ssp,u976a,Black-headed Pardalote,5b,,5b,Non-taxonomic change - common name ,,
ssp,u976b,Tiwi Striated Pardalote,5b,,5b,Non-taxonomic change - common name ,,
ssp,u976c,Eastern Striated Pardalote,5b,,5b,Non-taxonomic change - common name ,,
ssp,u976d,Yellow-tipped Pardalote,5b,,5b,Non-taxonomic change - common name ,,
ssp,u976e,Western Striated Pardalote,,,,,,
ssp,u976f,Northern Striated Pardalote,,,,,,
sp,u496,Fernwren,,,,,,
sp,454,Brown Gerygone,,,,,,
ssp,u454a,Eungella Brown Gerygone,,,,,,
ssp,u454b,Wet Tropics Brown Gerygone,,,,,,
ssp,u454c,Southern Brown Gerygone,,,,,,
sp,456,Fairy Gerygone,,,,,,
ssp,u456a,Southern Fairy Gerygone,,,,,,
ssp,u456b,Cape York Fairy Gerygone,,,,,,
sp,458,Green-backed Gerygone,,,,,,
ssp,u458a,Top End Green-backed Gerygone,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u458b,Kimberley Green-backed Gerygone,,,,,,
sp,453,White-throated Gerygone,,,,,,
ssp,u453a,Torresian White-throated Gerygone,,,,,,
ssp,u453b,Eastern White-throated Gerygone,,,,,,
ssp,u453c,North-western White-throated Gerygone,,,,,,
sp,457,Large-billed Gerygone,,,,,,
ssp,u457a,Papuan Large-billed Gerygone,,,,,,
ssp,u457b,North Queensland Large-billed Gerygone,,,,,,
ssp,u457c,Top End Large-billed Gerygone,,,,,,
sp,461,Dusky Gerygone,,,,,,
ssp,u461a,Southern Dusky Gerygone,,,,,,
ssp,u461b,Northern Dusky Gerygone,,,,,,
sp,u958,Norfolk Island Gerygone,,,,,,
sp,u8215,Lord Howe Gerygone,,,,,,
sp,460,Mangrove Gerygone,,,,,,
ssp,u460a,Eastern Mangrove Gerygone,,,,,,
ssp,u460b,Northern Mangrove Gerygone,,,,,,
ssp,u460c,Papuan Mangrove Gerygone,,,,,,
sp,463,Western Gerygone,,,,,,
ssp,u463a,Eastern Woodlands Western Gerygone,,,,,,
ssp,u463b,South-west Western Gerygone,,,,,,
ssp,u463c,Desert Western Gerygone,,,,,,
sp,465,Weebill,,,,,,
ssp,u465a,Eastern Weebill,,,,,,
ssp,u465b,Northern Weebill,,,,,,
ssp,u465c,Southern Weebill,,,,,,
ssp,u465d,Western Weebill,,,,,,
sp,506,Pilotbird,,,,,,
ssp,u506a,Upland Pilotbird,,,,,,
ssp,u506b,Lowland Pilotbird,,,,,,
sp,u497,Redthroat,,,,,,
sp,u504,Speckled Warbler,,,,,,
sp,498,Chestnut-rumped Heathwren,,,,,,
ssp,u498a,Mount Lofty Ranges Chestnut-rumped Heathwren,,,,,,
ssp,u498b,Flinders Ranges Chestnut-rumped Heathwren,,,,,,
ssp,u498c,Eastern Chestnut-rumped Heathwren,5a,,5a,Non-taxonomic change - scientific name ,,
sp,499,Shy Heathwren,,,,,,
ssp,u499a,Eastern Mallee Shy Heathwren,,,,,,
ssp,u499b,Kangaroo Island Shy Heathwren,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u499c,Riverina Shy Heathwren,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u499d,Western Shy Heathwren,,,,,,
sp,500,Striated Fieldwren,,,,,,
ssp,u500a,Eastern Striated Fieldwren,,,,,,
ssp,u500b,Western Striated Fieldwren,,,,,,
ssp,u500c,Western Tasmanian Striated Fieldwren,,,,,,
ssp,u500d,Eastern Tasmanian Striated Fieldwren,,,,,,
sp,u501,Western Fieldwren,1a,,1a,Species split - allopatric,,
sp,502,Rufous Fieldwren,1a,,1a,Species split - allopatric,,
ssp,u502a,Nullarbor Rufous Fieldwren,,,,,,
ssp,u502b,Dorre Rufous Fieldwren,5b,,5b,Non-taxonomic change - common name ,,
ssp,u502c,Lake Eyre Basin Rufous Fieldwren,,,,,,
ssp,u502d,Dirk Hartog Rufous Fieldwren,5b,,5b,Non-taxonomic change - common name ,,
ssp,u502f,West Coast Rufous Fieldwren,,,,,,
ssp,u502g,Upper Murchison Rufous Fieldwren,,,,,,
ssp,u502h,Murray Mallee Rufous Fieldwren,,,,,,
sp,u505,Rockwarbler,,,,,,
sp,493,Yellow-throated Scrubwren,,,,,,
ssp,u493a,Wet Tropics Yellow-throated Scrubwren,,,,,,
ssp,u493b,Southern Yellow-throated Scrubwren,,,,,,
ssp,u493c,Central Yellow-throated Scrubwren,,,,,,
sp,u946,Atherton Scrubwren,,,,,,
sp,495,Tasmanian Scrubwren,,,,,,
ssp,u495a,Southern Tasmanian Scrubwren,,,,,,
ssp,u495b,King Island Tasmanian Scrubwren,,,,,,
sp,488,White-browed Scrubwren,,1a,,,1a,Species split - allopatric
ssp,u488c,Flinders Island White-browed Scrubwren,,1a,,,1a,Species split - allopatric
ssp,u488d,South-eastern White-browed Scrubwren,,1a,,,1a,Species split - allopatric
ssp,u488e,Southern Mainland White-browed Scrubwren,,1a,,,1a,Species split - allopatric
ssp,u488f,Buff-breasted Scrubwren,5b,1a,5b,Non-taxonomic change - common name ,1a,Species split - allopatric
ssp,u488i,Mount Lofty Ranges White-browed Scrubwren,,1a,,,1a,Species split - allopatric
ssp,u488j,Central east Coast White-browed Scrubwren,,1a,,,1a,Species split - allopatric
sp,5155,Spotted Scrubwren,,1a,,,1a,Species split - allopatric
ssp,u5155a,Kangaroo Island Spotted Scrubwren,5b,1a,5b,Non-taxonomic change - common name ,1a,Species split - allopatric
ssp,u5155b,West Coast Spotted Scrubwren,5b,1a,5b,Non-taxonomic change - common name ,1a,Species split - allopatric
ssp,u5155g,South-western Spotted Scrubwren,5b,1a,5b,Non-taxonomic change - common name ,1a,Species split - allopatric
ssp,u5155h,Nullarbor Coast Spotted Scrubwren,5b,1a,5b,Non-taxonomic change - common name ,1a,Species split - allopatric
sp,494,Large-billed Scrubwren,,,,,,
ssp,u494b,Gippsland Large-billed Scrubwren,,,,,,
ssp,u494c,East Coast Large-billed Scrubwren,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u494d,Wet Tropics Large-billed Scrubwren,,,,,,
sp,490,Tropical Scrubwren,,,,,,
ssp,u490a,Northern Cape York Tropical Scrubwren,,4b,,,4b,Subspecies lump - parapatric
ssp,u490b,Southern Cape York Tropical Scrubwren,,4b,,,4b,Subspecies lump - parapatric
sp,487,Scrubtit,,,,,,
ssp,u487a,King Island Scrubtit,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u487b,Tasmanian Scrubtit,5a,,5a,Non-taxonomic change - scientific name ,,
sp,466,Southern Whiteface,,,,,,
ssp,u466a,South-west Southern Whiteface,,,,,,
ssp,u466b,South-east Southern Whiteface,,,,,,
sp,u468,Chestnut-breasted Whiteface,,,,,,
sp,u469,Banded Whiteface,,,,,,
sp,486,Yellow-rumped Thornbill,,,,,,
ssp,u486a,Western Yellow-rumped Thornbill,,,,,,
ssp,u486b,Tasmanian Yellow-rumped Thornbill,,,,,,
ssp,u486c,South-eastern Yellow-rumped Thornbill,,,,,,
ssp,u486d,Northern Yellow-rumped Thornbill,,,,,,
sp,471,Yellow Thornbill,,,,,,
ssp,u471a,Wet Tropics Yellow Thornbill,,,,,,
ssp,u471b,Western Yellow Thornbill,,,,,,
ssp,u471c,East Coast Yellow Thornbill,,,,,,
sp,470,Striated Thornbill,,,,,,
ssp,u470a,Southern Queensland Striated Thornbill,,,,,,
ssp,u470b,South Australian Striated Thornbill,,,,,,
ssp,u470c,South-eastern Striated Thornbill,,,,,,
ssp,u470d,Kangaroo Island Striated Thornbill,,,,,,
sp,476,Inland Thornbill,,,,,,
ssp,u476a,Eastern Inland Thornbill,,,,,,
ssp,u476b,Southern Inland Thornbill,,,,,,
ssp,u476c,Channel Country Inland Thornbill,,,,,,
ssp,u476d,Western Inland Thornbill,,,,,,
sp,473,Tasmanian Thornbill,,,,,,
ssp,u473a,Southern Tasmanian Thornbill,,,,,,
ssp,u473b,King Island Tasmanian Thornbill,,,,,,
sp,475,Brown Thornbill,,,,,,
ssp,u475b,Northern Brown Thornbill,,,,,,
ssp,u475c,Tasmanian Brown Thornbill,,,,,,
ssp,u475a,King Island Brown Thornbill,5a,,5a,Non-taxonomic change - scientific name ,,
ssp,u475d,South-eastern Brown Thornbill,3a,,3a,Subspecies split - allopatric,,
ssp,u475f,Mount Lofty Ranges Brown Thornbill,3a,,3a,Subspecies split - allopatric,,
ssp,u475e,Kangaroo Island Brown Thornbill,,,,,,
sp,u474,Mountain Thornbill,,,,,,
sp,u480,Slaty-backed Thornbill,,,,,,
sp,482,Slender-billed Thornbill,,,,,,
ssp,u482a,Eastern Slender-billed Thornbill,,,,,,
ssp,u482b,Western Slender-billed Thornbill,,,,,,
ssp,u482c,Samphire Thornbill,5b,,5b,Non-taxonomic change - common name ,,
sp,u481,Chestnut-rumped Thornbill,,,,,,
sp,484,Buff-rumped Thornbill,,,,,,
ssp,u484a,South Australian Buff-rumped Thornbill,,,,,,
ssp,u484b,Southern Queensland Buff-rumped Thornbill,,,,,,
ssp,u484c,South-eastern Buff-rumped Thornbill,,,,,,
ssp,u484d,Northern Buff-rumped Thornbill,,,,,,
sp,u472,Western Thornbill,,,,,,
sp,u434,Australian Logrunner,,,,,,
sp,435,Chowchilla,,,,,,
ssp,u435a,Northern Chowchilla,,,,,,
ssp,u435b,Southern Chowchilla,,,,,,
sp,443,Grey-crowned Babbler,,,,,,
ssp,u443a,Red-breasted Babbler,5b,,5b,Non-taxonomic change - common name ,,
ssp,u443b,Eastern Grey-crowned Babbler,,,,,,
sp,u938,Hall's Babbler,,,,,,
sp,445,White-browed Babbler,,,,,,
ssp,u445a,South-western White-browed Babbler,,,,,,
ssp,u445b,Central White-browed Babbler,,,,,,
ssp,u445c,Eastern White-browed Babbler,,,,,,
ssp,u445d,Southern White-browed Babbler,,,,,,
sp,u446,Chestnut-crowned Babbler,,,,,,
sp,549,Varied Sittella,,,,,,
ssp,u549a,Orange-winged Sittella,,,,,,
ssp,u549b,White-headed Sittella,,,,,,
ssp,u549c,White-winged Sittella,,,,,,
ssp,u549d,Black-capped Sittella,,,,,,
ssp,u549e,Striated Sittella,,,,,,
sp,432,Australasian Figbird,,,,,,
ssp,u432a,North-western Figbird,5b,,5b,Non-taxonomic change - common name ,,
ssp,u432b,Yellow Figbird,5b,,5b,Non-taxonomic change - common name ,,
ssp,u432c,Green Figbird,5b,,5b,Non-taxonomic change - common name ,,
sp,671,Olive-backed Oriole,,,,,,
ssp,u671a,North-western Olive-backed Oriole,,,,,,
ssp,u671b,Cape York Olive-backed Oriole,,,,,,
ssp,u671c,Eastern Olive-backed Oriole,,,,,,
sp,672,Green Oriole,5b,,5b,Non-taxonomic change - common name ,,
ssp,u672a,North-western Green Oriole,5b,,5b,Non-taxonomic change - common name ,,
ssp,u672b,Cape York Green Oriole,5b,,5b,Non-taxonomic change - common name ,,
ssp,u672c,Wet Tropics Green Oriole,5b,,5b,Non-taxonomic change - common name ,,
ssp,u672d,Tiwi Green Oriole,5b,,5b,Non-taxonomic change - common name ,,
sp,419,Crested Bellbird,,,,,,
ssp,u419a,Southern Crested Bellbird,,,,,,
ssp,u419b,Northern Crested Bellbird,,,,,,
sp,436,Spotted Quail-thrush,,,,,,
ssp,u436a,Mount Lofty Ranges Spotted Quail-thrush,5b,,5b,Non-taxonomic change - common name ,,
ssp,u436b,Tasmanian Spotted Quail thrush,,,,,,
ssp,u436c,Eastern Spotted Quail-thrush,,,,,,
sp,u5157,Chestnut Quail-thrush,5a,1b,5a,Non-taxonomic change - scientific name ,1b,Species split - parapatric
sp,437,Copperback Quail-thrush,,1b,,,1b,Species split - parapatric
ssp,u437a,Eastern Copperback Quail-thrush,5a,1b,5a,Non-taxonomic change - scientific name ,1b,Species split - parapatric
ssp,u437b,Inland Copperback Quail-thrush,5a,1b,5a,Non-taxonomic change - scientific name ,1b,Species split - parapatric
ssp,u437c,South-western Copperback Quail-thrush,5a,1b,5a,Non-taxonomic change - scientific name ,1b,Species split - parapatric
sp,u8406,Western Quail-thrush,1a,,1a,Species split - allopatric,,
sp,u438,Chestnut-breasted Quail-thrush,1a,,1a,Species split - allopatric,,
sp,u440,Nullarbor Quail-thrush,1a,,1a,Species split - allopatric,,
sp,439,Cinnamon Quail-thrush,1a,,1a,Species split - allopatric,,
ssp,u439b,Southern Cinnamon Quail-thrush,,,,,,
ssp,u439c,Northern Cinnamon Quail-thrush,5a,,5a,Non-taxonomic change - scientific name ,,
sp,u417,Northern Shrike-tit,1a,,1a,Species split - allopatric,,
sp,u418,Western Shrike-tit,1a,,1a,Species split - allopatric,,
sp,u416,Eastern Shrike-tit,1a,,1a,Species split - allopatric,,
sp,405,Olive Whistler,,,,,,
ssp,u405a,Tasmanian Olive Whistler,,,,,,
ssp,u405b,Otways-Gippsland Olive Whistler,,,,,,
ssp,u405c,Glenelg Olive Whistler,,,,,,
ssp,u405d,Northern Olive Whistler,,,,,,
ssp,u405e,South-eastern Olive Whistler,,,,,,
sp,u402,Red-lored Whistler,,,,,,
sp,u403,Gilbert's Whistler,,,,,,
sp,8415,Grey Whistler,1a,2a,1a,Species split - allopatric,2a,Species lump - allopatric
ssp,u8415a,Queensland Grey-headed Whistler,1a,2a,1a,Species split - allopatric,2a,Species lump - allopatric
ssp,u8415b,Brown Whistler,1a,2a,1a,Species split - allopatric,2a,Species lump - allopatric
sp,401,Rufous Whistler,,,,,,
ssp,u401a,North-western Rufous Whistler,,,,,,
ssp,u401b,Tiwi Rufous Whistler,5b,,5b,Non-taxonomic change - common name ,,
ssp,u401c,Cape York Rufous Whistler,,,,,,
ssp,u401d,Southern Rufous Whistler,,,,,,
sp,404,White-breasted Whistler,,,,,,
ssp,u404a,Pilbara White-breasted Whistler,,,,,,
ssp,u404b,Top End White-breasted Whistler,,,,,,
ssp,u404c,Kimberley White-breasted Whistler,,,,,,
sp,398,Golden Whistler,,,,,,
ssp,u398a,Lord Howe Golden Whistler,,,,,,
ssp,u398b,South Australian Golden Whistler,1c,,1c,Species split - indeterminate/unknown,,
ssp,u398c,Tasmanian Golden Whistler,,,,,,
ssp,u398d,Eastern Golden Whistler,,,,,,
ssp,u398e,Western Whistler,1c,,1c,Species split - indeterminate/unknown,,
ssp,u398f,Norfolk Island Golden Whistler,5c,,5c,Non-taxonomic change - taxon_id,,
ssp,u398g,South-eastern Golden Whistler,5c,,5c,Non-taxonomic change - taxon_id,,
sp,400,Mangrove Golden Whistler,,3b,,,3b,Subspecies split - parapatric
ssp,u400a,Western Mangrove Golden Whistler,,3b,,,3b,Subspecies split - parapatric
ssp,u400b,Eastern Mangrove Golden Whistler,,3b,,,3b,Subspecies split - parapatric
ssp,u400c,Papuan Mangrove Golden Whistler,5a,3b,5a,Non-taxonomic change - scientific name ,3b,Subspecies split - parapatric
sp,413,Little Shrike-thrush,,,,,,
ssp,u413b,Wet Tropics Little Shrike-thrush,,4b,,,4b,Subspecies lump - parapatric
ssp,u413d,Cape York Little Shrike-thrush,,4b,,,4b,Subspecies lump - parapatric
ssp,u413e,Western Little Shrike-thrush,,4b,,,4b,Subspecies lump - parapatric
ssp,u413g,Southern Little Shrike-thrush,,4b,,,4b,Subspecies lump - parapatric
sp,u414,Bower's Shrike-thrush,,,,,,
sp,408,Grey Shrike-thrush,,,,,,
ssp,u408a,North-western Grey Shrike-thrush,,,,,,
ssp,u408b,Eastern Grey Shrike-thrush,,,,,,
ssp,u408c,Western Grey Shrike-thrush,,,,,,
ssp,u408d,Tasmanian Grey Shrike-thrush,,,,,,
ssp,u408e,Torresian Grey Shrike-thrush,,,,,,
sp,u411,Sandstone Shrike-thrush,,,,,,
sp,422,Western Whipbird,,,,,,
ssp,u422a,Kangaroo Island Western Whipbird,,,,,,
ssp,u422b,Mallee Whipbird,5b,,5b,Non-taxonomic change - common name ,,
ssp,u422c,Western Heath Whipbird,5b,,5b,Non-taxonomic change - common name ,,
ssp,u422d,Western Wheatbelt Whipbird,,,,,,
sp,421,Eastern Whipbird,,,,,,
ssp,u421a,Wet Tropics Eastern Whipbird,,,,,,
ssp,u421b,South-east Eastern Whipbird,,,,,,
sp,u865,Chiming Wedgebill,,,,,,
sp,u866,Chirruping Wedgebill,,,,,,
sp,u423,Ground Cuckoo-shrike,,,,,,
sp,428,Barred Cuckoo-shrike,,,,,,
ssp,u428,Australian Barred Cuckoo-shrike,,,,,,
sp,424,Black-faced Cuckoo-shrike,,,,,,
ssp,u424a,Mainland Black-faced Cuckoo-shrike,,,,,,
ssp,u424b,Tasmanian Black-faced Cuckoo-shrike,,,,,,
ssp,u424c,Pilbara Black-faced Cuckoo-shrike,,,,,,
sp,425,White-bellied Cuckoo-shrike,,,,,,
ssp,u425a,Tiwi White-bellied Cuckoo-shrike,5b,,5b,Non-taxonomic change - common name ,,
ssp,u425b,Eastern White-bellied Cuckoo-shrike,,,,,,
ssp,u425c,North-western White-bellied Cuckoo-shrike,,,,,,
ssp,u425d,Cape York White-bellied Cuckoo-shrike,,,,,,
ssp,u425e,South-eastern White-bellied Cuckoo-shrike,,,,,,
